,state,season,mmwr_week,age_category,sex,race,rate
1516,Entire Network (RSV-NET),2016-2017,Overall,18-49 years,Female,"White, non-Hispanic",1.8
1517,Entire Network (RSV-NET),2016-2017,Overall,18-49 years,Male,"A/PI, non-Hispanic",0.8
1518,Entire Network (RSV-NET),2016-2017,Overall,18-49 years,Male,"AI/AN, non-Hispanic",4
1519,Entire Network (RSV-NET),2016-2017,Overall,18-49 years,Male,"Black, non-Hispanic",2.2
1520,Entire Network (RSV-NET),2016-2017,Overall,18-49 years,Male,Hispanic,1.3
1521,Entire Network (RSV-NET),2016-2017,Overall,18-49 years,Male,"White, non-Hispanic",1.2
1522,Entire Network (RSV-NET),2016-2017,Overall,50-64 years,Female,"A/PI, non-Hispanic",5.9
1523,Entire Network (RSV-NET),2016-2017,Overall,50-64 years,Female,"AI/AN, non-Hispanic",10
1524,Entire Network (RSV-NET),2016-2017,Overall,50-64 years,Female,"Black, non-Hispanic",15
1525,Entire Network (RSV-NET),2016-2017,Overall,50-64 years,Female,Hispanic,5.4
1526,Entire Network (RSV-NET),2016-2017,Overall,50-64 years,Female,"White, non-Hispanic",8.6
1527,Entire Network (RSV-NET),2016-2017,Overall,50-64 years,Male,"A/PI, non-Hispanic",4.9
1528,Entire Network (RSV-NET),2016-2017,Overall,50-64 years,Male,"AI/AN, non-Hispanic",0
1529,Entire Network (RSV-NET),2016-2017,Overall,50-64 years,Male,"Black, non-Hispanic",11.4
1530,Entire Network (RSV-NET),2016-2017,Overall,50-64 years,Male,Hispanic,9.3
1531,Entire Network (RSV-NET),2016-2017,Overall,50-64 years,Male,"White, non-Hispanic",7.1
1532,Entire Network (RSV-NET),2016-2017,Overall,65+ years,Female,"A/PI, non-Hispanic",35.8
1533,Entire Network (RSV-NET),2016-2017,Overall,65+ years,Female,"AI/AN, non-Hispanic",0
1534,Entire Network (RSV-NET),2016-2017,Overall,65+ years,Female,"Black, non-Hispanic",28.3
1535,Entire Network (RSV-NET),2016-2017,Overall,65+ years,Female,Hispanic,17.4
1536,Entire Network (RSV-NET),2016-2017,Overall,65+ years,Female,"White, non-Hispanic",30.4
1537,Entire Network (RSV-NET),2016-2017,Overall,65+ years,Male,"A/PI, non-Hispanic",34.1
1538,Entire Network (RSV-NET),2016-2017,Overall,65+ years,Male,"AI/AN, non-Hispanic",0
1539,Entire Network (RSV-NET),2016-2017,Overall,65+ years,Male,"Black, non-Hispanic",19.5
1540,Entire Network (RSV-NET),2016-2017,Overall,65+ years,Male,Hispanic,24.6
1541,Entire Network (RSV-NET),2016-2017,Overall,65+ years,Male,"White, non-Hispanic",30.8
1542,Entire Network (RSV-NET),2017-2018,Overall,----18-29 years,Female,"A/PI, non-Hispanic",0.4
1543,Entire Network (RSV-NET),2017-2018,Overall,----18-29 years,Female,"AI/AN, non-Hispanic",0
1544,Entire Network (RSV-NET),2017-2018,Overall,----18-29 years,Female,"Black, non-Hispanic",2.8
1545,Entire Network (RSV-NET),2017-2018,Overall,----18-29 years,Female,Hispanic,1
1546,Entire Network (RSV-NET),2017-2018,Overall,----18-29 years,Female,"White, non-Hispanic",1.4
1547,Entire Network (RSV-NET),2017-2018,Overall,----18-29 years,Male,"A/PI, non-Hispanic",1.6
1548,Entire Network (RSV-NET),2017-2018,Overall,----18-29 years,Male,"AI/AN, non-Hispanic",0
1549,Entire Network (RSV-NET),2017-2018,Overall,----18-29 years,Male,"Black, non-Hispanic",1.2
1550,Entire Network (RSV-NET),2017-2018,Overall,----18-29 years,Male,Hispanic,0.5
1551,Entire Network (RSV-NET),2017-2018,Overall,----18-29 years,Male,"White, non-Hispanic",0.9
1552,Entire Network (RSV-NET),2017-2018,Overall,----30-39 years,Female,"A/PI, non-Hispanic",1.2
1553,Entire Network (RSV-NET),2017-2018,Overall,----30-39 years,Female,"AI/AN, non-Hispanic",8.1
1554,Entire Network (RSV-NET),2017-2018,Overall,----30-39 years,Female,"Black, non-Hispanic",3.4
1555,Entire Network (RSV-NET),2017-2018,Overall,----30-39 years,Female,Hispanic,1.6
1556,Entire Network (RSV-NET),2017-2018,Overall,----30-39 years,Female,"White, non-Hispanic",2.1
1557,Entire Network (RSV-NET),2017-2018,Overall,----30-39 years,Male,"A/PI, non-Hispanic",0.4
1558,Entire Network (RSV-NET),2017-2018,Overall,----30-39 years,Male,"AI/AN, non-Hispanic",8.8
1559,Entire Network (RSV-NET),2017-2018,Overall,----30-39 years,Male,"Black, non-Hispanic",1.1
1560,Entire Network (RSV-NET),2017-2018,Overall,----30-39 years,Male,Hispanic,2.6
1561,Entire Network (RSV-NET),2017-2018,Overall,----30-39 years,Male,"White, non-Hispanic",0.9
1562,Entire Network (RSV-NET),2017-2018,Overall,----40-49 years,Female,"A/PI, non-Hispanic",0.5
1563,Entire Network (RSV-NET),2017-2018,Overall,----40-49 years,Female,"AI/AN, non-Hispanic",19.5
1564,Entire Network (RSV-NET),2017-2018,Overall,----40-49 years,Female,"Black, non-Hispanic",6.1
1565,Entire Network (RSV-NET),2017-2018,Overall,----40-49 years,Female,Hispanic,3
1566,Entire Network (RSV-NET),2017-2018,Overall,----40-49 years,Female,"White, non-Hispanic",3.9
1567,Entire Network (RSV-NET),2017-2018,Overall,----40-49 years,Male,"A/PI, non-Hispanic",2.1
1568,Entire Network (RSV-NET),2017-2018,Overall,----40-49 years,Male,"AI/AN, non-Hispanic",21.9
1569,Entire Network (RSV-NET),2017-2018,Overall,----40-49 years,Male,"Black, non-Hispanic",5.7
1570,Entire Network (RSV-NET),2017-2018,Overall,----40-49 years,Male,Hispanic,2.4
1571,Entire Network (RSV-NET),2017-2018,Overall,----40-49 years,Male,"White, non-Hispanic",2.6
1572,Entire Network (RSV-NET),2017-2018,Overall,----65-74 years,Female,"A/PI, non-Hispanic",18.1
1573,Entire Network (RSV-NET),2017-2018,Overall,----65-74 years,Female,"AI/AN, non-Hispanic",35.5
1574,Entire Network (RSV-NET),2017-2018,Overall,----65-74 years,Female,"Black, non-Hispanic",26.3
1575,Entire Network (RSV-NET),2017-2018,Overall,----65-74 years,Female,Hispanic,31.9
1576,Entire Network (RSV-NET),2017-2018,Overall,----65-74 years,Female,"White, non-Hispanic",19.5
1577,Entire Network (RSV-NET),2017-2018,Overall,----65-74 years,Male,"A/PI, non-Hispanic",16.6
1578,Entire Network (RSV-NET),2017-2018,Overall,----65-74 years,Male,"AI/AN, non-Hispanic",21.9
1579,Entire Network (RSV-NET),2017-2018,Overall,----65-74 years,Male,"Black, non-Hispanic",23.1
1580,Entire Network (RSV-NET),2017-2018,Overall,----65-74 years,Male,Hispanic,27.9
1581,Entire Network (RSV-NET),2017-2018,Overall,----65-74 years,Male,"White, non-Hispanic",18.9
1582,Entire Network (RSV-NET),2017-2018,Overall,----75-84 years,Female,"A/PI, non-Hispanic",51.1
1583,Entire Network (RSV-NET),2017-2018,Overall,----75-84 years,Female,"AI/AN, non-Hispanic",89.3
1584,Entire Network (RSV-NET),2017-2018,Overall,----75-84 years,Female,"Black, non-Hispanic",37.3
1585,Entire Network (RSV-NET),2017-2018,Overall,----75-84 years,Female,Hispanic,60.5
1586,Entire Network (RSV-NET),2017-2018,Overall,----75-84 years,Female,"White, non-Hispanic",47.3
1587,Entire Network (RSV-NET),2017-2018,Overall,----75-84 years,Male,"A/PI, non-Hispanic",70.9
1588,Entire Network (RSV-NET),2017-2018,Overall,----75-84 years,Male,"AI/AN, non-Hispanic",63
1589,Entire Network (RSV-NET),2017-2018,Overall,----75-84 years,Male,"Black, non-Hispanic",32.9
1590,Entire Network (RSV-NET),2017-2018,Overall,----75-84 years,Male,Hispanic,18.6
1591,Entire Network (RSV-NET),2017-2018,Overall,----75-84 years,Male,"White, non-Hispanic",36.5
1592,Entire Network (RSV-NET),2017-2018,Overall,----85+ years,Female,"A/PI, non-Hispanic",189.3
1593,Entire Network (RSV-NET),2017-2018,Overall,----85+ years,Female,"AI/AN, non-Hispanic",0
1594,Entire Network (RSV-NET),2017-2018,Overall,----85+ years,Female,"Black, non-Hispanic",62.7
1595,Entire Network (RSV-NET),2017-2018,Overall,----85+ years,Female,Hispanic,115.4
1596,Entire Network (RSV-NET),2017-2018,Overall,----85+ years,Female,"White, non-Hispanic",96.4
1597,Entire Network (RSV-NET),2017-2018,Overall,----85+ years,Male,"A/PI, non-Hispanic",149.9
1598,Entire Network (RSV-NET),2017-2018,Overall,----85+ years,Male,"AI/AN, non-Hispanic",250.6
1599,Entire Network (RSV-NET),2017-2018,Overall,----85+ years,Male,"Black, non-Hispanic",57.5
1600,Entire Network (RSV-NET),2017-2018,Overall,----85+ years,Male,Hispanic,65.4
1601,Entire Network (RSV-NET),2017-2018,Overall,----85+ years,Male,"White, non-Hispanic",83.5
1602,Entire Network (RSV-NET),2017-2018,Overall,18+ (Adults),Female,"A/PI, non-Hispanic",9.6
1603,Entire Network (RSV-NET),2017-2018,Overall,18+ (Adults),Female,"AI/AN, non-Hispanic",19.7
1604,Entire Network (RSV-NET),2017-2018,Overall,18+ (Adults),Female,"Black, non-Hispanic",12
1605,Entire Network (RSV-NET),2017-2018,Overall,18+ (Adults),Female,Hispanic,7.8
1606,Entire Network (RSV-NET),2017-2018,Overall,18+ (Adults),Female,"White, non-Hispanic",13
1607,Entire Network (RSV-NET),2017-2018,Overall,18+ (Adults),Male,"A/PI, non-Hispanic",8.6
1608,Entire Network (RSV-NET),2017-2018,Overall,18+ (Adults),Male,"AI/AN, non-Hispanic",16.6
1609,Entire Network (RSV-NET),2017-2018,Overall,18+ (Adults),Male,"Black, non-Hispanic",8.6
1610,Entire Network (RSV-NET),2017-2018,Overall,18+ (Adults),Male,Hispanic,5
1611,Entire Network (RSV-NET),2017-2018,Overall,18+ (Adults),Male,"White, non-Hispanic",9.3
1612,Entire Network (RSV-NET),2017-2018,Overall,18-49 years,Female,"A/PI, non-Hispanic",0.7
1613,Entire Network (RSV-NET),2017-2018,Overall,18-49 years,Female,"AI/AN, non-Hispanic",7.9
1614,Entire Network (RSV-NET),2017-2018,Overall,18-49 years,Female,"Black, non-Hispanic",3.9
1615,Entire Network (RSV-NET),2017-2018,Overall,18-49 years,Female,Hispanic,1.8
1616,Entire Network (RSV-NET),2017-2018,Overall,18-49 years,Female,"White, non-Hispanic",2.4
1617,Entire Network (RSV-NET),2017-2018,Overall,18-49 years,Male,"A/PI, non-Hispanic",1.4
1618,Entire Network (RSV-NET),2017-2018,Overall,18-49 years,Male,"AI/AN, non-Hispanic",8.5
1619,Entire Network (RSV-NET),2017-2018,Overall,18-49 years,Male,"Black, non-Hispanic",2.4
1620,Entire Network (RSV-NET),2017-2018,Overall,18-49 years,Male,Hispanic,1.7
1621,Entire Network (RSV-NET),2017-2018,Overall,18-49 years,Male,"White, non-Hispanic",1.4
1622,Entire Network (RSV-NET),2017-2018,Overall,50-64 years,Female,"A/PI, non-Hispanic",5.8
1623,Entire Network (RSV-NET),2017-2018,Overall,50-64 years,Female,"AI/AN, non-Hispanic",34.8
1624,Entire Network (RSV-NET),2017-2018,Overall,50-64 years,Female,"Black, non-Hispanic",18.3
1625,Entire Network (RSV-NET),2017-2018,Overall,50-64 years,Female,Hispanic,7.8
1626,Entire Network (RSV-NET),2017-2018,Overall,50-64 years,Female,"White, non-Hispanic",9.2
1627,Entire Network (RSV-NET),2017-2018,Overall,50-64 years,Male,"A/PI, non-Hispanic",6.6
1628,Entire Network (RSV-NET),2017-2018,Overall,50-64 years,Male,"AI/AN, non-Hispanic",24.3
1629,Entire Network (RSV-NET),2017-2018,Overall,50-64 years,Male,"Black, non-Hispanic",15
1630,Entire Network (RSV-NET),2017-2018,Overall,50-64 years,Male,Hispanic,8.6
1631,Entire Network (RSV-NET),2017-2018,Overall,50-64 years,Male,"White, non-Hispanic",9.2
1632,Entire Network (RSV-NET),2017-2018,Overall,65+ years,Female,"A/PI, non-Hispanic",50.1
1633,Entire Network (RSV-NET),2017-2018,Overall,65+ years,Female,"AI/AN, non-Hispanic",45.8
1634,Entire Network (RSV-NET),2017-2018,Overall,65+ years,Female,"Black, non-Hispanic",33.3
1635,Entire Network (RSV-NET),2017-2018,Overall,65+ years,Female,Hispanic,50
1636,Entire Network (RSV-NET),2017-2018,Overall,65+ years,Female,"White, non-Hispanic",39.2
1637,Entire Network (RSV-NET),2017-2018,Overall,65+ years,Male,"A/PI, non-Hispanic",46.2
1638,Entire Network (RSV-NET),2017-2018,Overall,65+ years,Male,"AI/AN, non-Hispanic",45.7
1639,Entire Network (RSV-NET),2017-2018,Overall,65+ years,Male,"Black, non-Hispanic",28
1640,Entire Network (RSV-NET),2017-2018,Overall,65+ years,Male,Hispanic,28.8
1641,Entire Network (RSV-NET),2017-2018,Overall,65+ years,Male,"White, non-Hispanic",30.4
1642,Entire Network (RSV-NET),2018-2019,Overall,----0-<6 months,Female,"A/PI, non-Hispanic",817.9
1643,Entire Network (RSV-NET),2018-2019,Overall,----0-<6 months,Female,"AI/AN, non-Hispanic",841.2
1644,Entire Network (RSV-NET),2018-2019,Overall,----0-<6 months,Female,"Black, non-Hispanic",1086.2
1645,Entire Network (RSV-NET),2018-2019,Overall,----0-<6 months,Female,Hispanic,1026.6
1646,Entire Network (RSV-NET),2018-2019,Overall,----0-<6 months,Female,"White, non-Hispanic",896.1
1647,Entire Network (RSV-NET),2018-2019,Overall,----0-<6 months,Male,"A/PI, non-Hispanic",1020.5
1648,Entire Network (RSV-NET),2018-2019,Overall,----0-<6 months,Male,"AI/AN, non-Hispanic",1414.1
1649,Entire Network (RSV-NET),2018-2019,Overall,----0-<6 months,Male,"Black, non-Hispanic",1278.2
1650,Entire Network (RSV-NET),2018-2019,Overall,----0-<6 months,Male,Hispanic,1160.6
1651,Entire Network (RSV-NET),2018-2019,Overall,----0-<6 months,Male,"White, non-Hispanic",1039
1652,Entire Network (RSV-NET),2018-2019,Overall,----1-<2 years,Female,"A/PI, non-Hispanic",238.3
1653,Entire Network (RSV-NET),2018-2019,Overall,----1-<2 years,Female,"AI/AN, non-Hispanic",506.6
1654,Entire Network (RSV-NET),2018-2019,Overall,----1-<2 years,Female,"Black, non-Hispanic",246.3
1655,Entire Network (RSV-NET),2018-2019,Overall,----1-<2 years,Female,Hispanic,264
1656,Entire Network (RSV-NET),2018-2019,Overall,----1-<2 years,Female,"White, non-Hispanic",187.9
1657,Entire Network (RSV-NET),2018-2019,Overall,----1-<2 years,Male,"A/PI, non-Hispanic",301.8
1658,Entire Network (RSV-NET),2018-2019,Overall,----1-<2 years,Male,"AI/AN, non-Hispanic",619.8
1659,Entire Network (RSV-NET),2018-2019,Overall,----1-<2 years,Male,"Black, non-Hispanic",289.8
1660,Entire Network (RSV-NET),2018-2019,Overall,----1-<2 years,Male,Hispanic,297.5
1661,Entire Network (RSV-NET),2018-2019,Overall,----1-<2 years,Male,"White, non-Hispanic",208.1
1662,Entire Network (RSV-NET),2018-2019,Overall,----12-17 years,Female,"A/PI, non-Hispanic",1
1663,Entire Network (RSV-NET),2018-2019,Overall,----12-17 years,Female,"AI/AN, non-Hispanic",0
1664,Entire Network (RSV-NET),2018-2019,Overall,----12-17 years,Female,"Black, non-Hispanic",3.9
1665,Entire Network (RSV-NET),2018-2019,Overall,----12-17 years,Female,Hispanic,2.3
1666,Entire Network (RSV-NET),2018-2019,Overall,----12-17 years,Female,"White, non-Hispanic",1.7
1667,Entire Network (RSV-NET),2018-2019,Overall,----12-17 years,Male,"A/PI, non-Hispanic",5
1668,Entire Network (RSV-NET),2018-2019,Overall,----12-17 years,Male,"AI/AN, non-Hispanic",0
1669,Entire Network (RSV-NET),2018-2019,Overall,----12-17 years,Male,"Black, non-Hispanic",3.4
1670,Entire Network (RSV-NET),2018-2019,Overall,----12-17 years,Male,Hispanic,1.8
1671,Entire Network (RSV-NET),2018-2019,Overall,----12-17 years,Male,"White, non-Hispanic",0.9
1672,Entire Network (RSV-NET),2018-2019,Overall,----18-29 years,Female,"A/PI, non-Hispanic",0
1673,Entire Network (RSV-NET),2018-2019,Overall,----18-29 years,Female,"AI/AN, non-Hispanic",0
1674,Entire Network (RSV-NET),2018-2019,Overall,----18-29 years,Female,"Black, non-Hispanic",2.8
1675,Entire Network (RSV-NET),2018-2019,Overall,----18-29 years,Female,Hispanic,3
1676,Entire Network (RSV-NET),2018-2019,Overall,----18-29 years,Female,"White, non-Hispanic",1.4
1677,Entire Network (RSV-NET),2018-2019,Overall,----18-29 years,Male,"A/PI, non-Hispanic",0.4
1678,Entire Network (RSV-NET),2018-2019,Overall,----18-29 years,Male,"AI/AN, non-Hispanic",0
1679,Entire Network (RSV-NET),2018-2019,Overall,----18-29 years,Male,"Black, non-Hispanic",1.6
1680,Entire Network (RSV-NET),2018-2019,Overall,----18-29 years,Male,Hispanic,1.9
1681,Entire Network (RSV-NET),2018-2019,Overall,----18-29 years,Male,"White, non-Hispanic",1
1682,Entire Network (RSV-NET),2018-2019,Overall,----2-4 years,Female,"A/PI, non-Hispanic",73.9
1683,Entire Network (RSV-NET),2018-2019,Overall,----2-4 years,Female,"AI/AN, non-Hispanic",102
1684,Entire Network (RSV-NET),2018-2019,Overall,----2-4 years,Female,"Black, non-Hispanic",56.5
1685,Entire Network (RSV-NET),2018-2019,Overall,----2-4 years,Female,Hispanic,75.9
1686,Entire Network (RSV-NET),2018-2019,Overall,----2-4 years,Female,"White, non-Hispanic",56
1687,Entire Network (RSV-NET),2018-2019,Overall,----2-4 years,Male,"A/PI, non-Hispanic",41.8
1688,Entire Network (RSV-NET),2018-2019,Overall,----2-4 years,Male,"AI/AN, non-Hispanic",212.2
1689,Entire Network (RSV-NET),2018-2019,Overall,----2-4 years,Male,"Black, non-Hispanic",80.6
1690,Entire Network (RSV-NET),2018-2019,Overall,----2-4 years,Male,Hispanic,77.5
1691,Entire Network (RSV-NET),2018-2019,Overall,----2-4 years,Male,"White, non-Hispanic",64.8
1692,Entire Network (RSV-NET),2018-2019,Overall,----30-39 years,Female,"A/PI, non-Hispanic",0.8
1693,Entire Network (RSV-NET),2018-2019,Overall,----30-39 years,Female,"AI/AN, non-Hispanic",7.9
1694,Entire Network (RSV-NET),2018-2019,Overall,----30-39 years,Female,"Black, non-Hispanic",4.8
1695,Entire Network (RSV-NET),2018-2019,Overall,----30-39 years,Female,Hispanic,2.6
1696,Entire Network (RSV-NET),2018-2019,Overall,----30-39 years,Female,"White, non-Hispanic",1.9
1697,Entire Network (RSV-NET),2018-2019,Overall,----30-39 years,Male,"A/PI, non-Hispanic",2.1
1698,Entire Network (RSV-NET),2018-2019,Overall,----30-39 years,Male,"AI/AN, non-Hispanic",0
1699,Entire Network (RSV-NET),2018-2019,Overall,----30-39 years,Male,"Black, non-Hispanic",4.4
1700,Entire Network (RSV-NET),2018-2019,Overall,----30-39 years,Male,Hispanic,2
1701,Entire Network (RSV-NET),2018-2019,Overall,----30-39 years,Male,"White, non-Hispanic",2.1
1702,Entire Network (RSV-NET),2018-2019,Overall,----40-49 years,Female,"A/PI, non-Hispanic",1.4
1703,Entire Network (RSV-NET),2018-2019,Overall,----40-49 years,Female,"AI/AN, non-Hispanic",9.7
1704,Entire Network (RSV-NET),2018-2019,Overall,----40-49 years,Female,"Black, non-Hispanic",5.3
1705,Entire Network (RSV-NET),2018-2019,Overall,----40-49 years,Female,Hispanic,3.3
1706,Entire Network (RSV-NET),2018-2019,Overall,----40-49 years,Female,"White, non-Hispanic",4.4
1707,Entire Network (RSV-NET),2018-2019,Overall,----40-49 years,Male,"A/PI, non-Hispanic",0.5
1708,Entire Network (RSV-NET),2018-2019,Overall,----40-49 years,Male,"AI/AN, non-Hispanic",22
1709,Entire Network (RSV-NET),2018-2019,Overall,----40-49 years,Male,"Black, non-Hispanic",7.8
1710,Entire Network (RSV-NET),2018-2019,Overall,----40-49 years,Male,Hispanic,3.1
1711,Entire Network (RSV-NET),2018-2019,Overall,----40-49 years,Male,"White, non-Hispanic",2.3
1712,Entire Network (RSV-NET),2018-2019,Overall,----5-11 years,Female,"A/PI, non-Hispanic",9.9
1713,Entire Network (RSV-NET),2018-2019,Overall,----5-11 years,Female,"AI/AN, non-Hispanic",29.3
1714,Entire Network (RSV-NET),2018-2019,Overall,----5-11 years,Female,"Black, non-Hispanic",8.6
1715,Entire Network (RSV-NET),2018-2019,Overall,----5-11 years,Female,Hispanic,5.5
1716,Entire Network (RSV-NET),2018-2019,Overall,----5-11 years,Female,"White, non-Hispanic",6
1717,Entire Network (RSV-NET),2018-2019,Overall,----5-11 years,Male,"A/PI, non-Hispanic",4.3
1718,Entire Network (RSV-NET),2018-2019,Overall,----5-11 years,Male,"AI/AN, non-Hispanic",45.7
1719,Entire Network (RSV-NET),2018-2019,Overall,----5-11 years,Male,"Black, non-Hispanic",11.3
1720,Entire Network (RSV-NET),2018-2019,Overall,----5-11 years,Male,Hispanic,10.1
1721,Entire Network (RSV-NET),2018-2019,Overall,----5-11 years,Male,"White, non-Hispanic",7.7
1722,Entire Network (RSV-NET),2018-2019,Overall,----6-<12 months,Female,"A/PI, non-Hispanic",318.1
1723,Entire Network (RSV-NET),2018-2019,Overall,----6-<12 months,Female,"AI/AN, non-Hispanic",1261.8
1724,Entire Network (RSV-NET),2018-2019,Overall,----6-<12 months,Female,"Black, non-Hispanic",393.4
1725,Entire Network (RSV-NET),2018-2019,Overall,----6-<12 months,Female,Hispanic,391.4
1726,Entire Network (RSV-NET),2018-2019,Overall,----6-<12 months,Female,"White, non-Hispanic",306.1
1727,Entire Network (RSV-NET),2018-2019,Overall,----6-<12 months,Male,"A/PI, non-Hispanic",445.6
1728,Entire Network (RSV-NET),2018-2019,Overall,----6-<12 months,Male,"AI/AN, non-Hispanic",202
1729,Entire Network (RSV-NET),2018-2019,Overall,----6-<12 months,Male,"Black, non-Hispanic",537.3
1730,Entire Network (RSV-NET),2018-2019,Overall,----6-<12 months,Male,Hispanic,509.8
1731,Entire Network (RSV-NET),2018-2019,Overall,----6-<12 months,Male,"White, non-Hispanic",378.2
1732,Entire Network (RSV-NET),2018-2019,Overall,----65-74 years,Female,"A/PI, non-Hispanic",11.7
1733,Entire Network (RSV-NET),2018-2019,Overall,----65-74 years,Female,"AI/AN, non-Hispanic",51
1734,Entire Network (RSV-NET),2018-2019,Overall,----65-74 years,Female,"Black, non-Hispanic",41.5
1735,Entire Network (RSV-NET),2018-2019,Overall,----65-74 years,Female,Hispanic,24.3
1736,Entire Network (RSV-NET),2018-2019,Overall,----65-74 years,Female,"White, non-Hispanic",20.6
1737,Entire Network (RSV-NET),2018-2019,Overall,----65-74 years,Male,"A/PI, non-Hispanic",7.8
1738,Entire Network (RSV-NET),2018-2019,Overall,----65-74 years,Male,"AI/AN, non-Hispanic",0
1739,Entire Network (RSV-NET),2018-2019,Overall,----65-74 years,Male,"Black, non-Hispanic",25.9
1740,Entire Network (RSV-NET),2018-2019,Overall,----65-74 years,Male,Hispanic,17.9
1741,Entire Network (RSV-NET),2018-2019,Overall,----65-74 years,Male,"White, non-Hispanic",20.5
1742,Entire Network (RSV-NET),2018-2019,Overall,----75-84 years,Female,"A/PI, non-Hispanic",43.3
1743,Entire Network (RSV-NET),2018-2019,Overall,----75-84 years,Female,"AI/AN, non-Hispanic",0
1744,Entire Network (RSV-NET),2018-2019,Overall,----75-84 years,Female,"Black, non-Hispanic",44.8
1745,Entire Network (RSV-NET),2018-2019,Overall,----75-84 years,Female,Hispanic,57.6
1746,Entire Network (RSV-NET),2018-2019,Overall,----75-84 years,Female,"White, non-Hispanic",43.6
1747,Entire Network (RSV-NET),2018-2019,Overall,----75-84 years,Male,"A/PI, non-Hispanic",48.2
1748,Entire Network (RSV-NET),2018-2019,Overall,----75-84 years,Male,"AI/AN, non-Hispanic",60.6
1749,Entire Network (RSV-NET),2018-2019,Overall,----75-84 years,Male,"Black, non-Hispanic",41
1750,Entire Network (RSV-NET),2018-2019,Overall,----75-84 years,Male,Hispanic,59.7
1751,Entire Network (RSV-NET),2018-2019,Overall,----75-84 years,Male,"White, non-Hispanic",44.2
1752,Entire Network (RSV-NET),2018-2019,Overall,----85+ years,Female,"A/PI, non-Hispanic",94.9
1753,Entire Network (RSV-NET),2018-2019,Overall,----85+ years,Female,"AI/AN, non-Hispanic",0
1754,Entire Network (RSV-NET),2018-2019,Overall,----85+ years,Female,"Black, non-Hispanic",47.2
1755,Entire Network (RSV-NET),2018-2019,Overall,----85+ years,Female,Hispanic,91.3
1756,Entire Network (RSV-NET),2018-2019,Overall,----85+ years,Female,"White, non-Hispanic",98.7
1757,Entire Network (RSV-NET),2018-2019,Overall,----85+ years,Male,"A/PI, non-Hispanic",44.3
1758,Entire Network (RSV-NET),2018-2019,Overall,----85+ years,Male,"AI/AN, non-Hispanic",0
1759,Entire Network (RSV-NET),2018-2019,Overall,----85+ years,Male,"Black, non-Hispanic",91.3
1760,Entire Network (RSV-NET),2018-2019,Overall,----85+ years,Male,Hispanic,82.7
1761,Entire Network (RSV-NET),2018-2019,Overall,----85+ years,Male,"White, non-Hispanic",96.9
1762,Entire Network (RSV-NET),2018-2019,Overall,0-17 (Children),Female,"A/PI, non-Hispanic",54.6
1763,Entire Network (RSV-NET),2018-2019,Overall,0-17 (Children),Female,"AI/AN, non-Hispanic",115.6
1764,Entire Network (RSV-NET),2018-2019,Overall,0-17 (Children),Female,"Black, non-Hispanic",63.8
1765,Entire Network (RSV-NET),2018-2019,Overall,0-17 (Children),Female,Hispanic,68.1
1766,Entire Network (RSV-NET),2018-2019,Overall,0-17 (Children),Female,"White, non-Hispanic",54.5
1767,Entire Network (RSV-NET),2018-2019,Overall,0-17 (Children),Male,"A/PI, non-Hispanic",60.4
1768,Entire Network (RSV-NET),2018-2019,Overall,0-17 (Children),Male,"AI/AN, non-Hispanic",134.6
1769,Entire Network (RSV-NET),2018-2019,Overall,0-17 (Children),Male,"Black, non-Hispanic",79.9
1770,Entire Network (RSV-NET),2018-2019,Overall,0-17 (Children),Male,Hispanic,78.8
1771,Entire Network (RSV-NET),2018-2019,Overall,0-17 (Children),Male,"White, non-Hispanic",63.3
1772,Entire Network (RSV-NET),2018-2019,Overall,0-4 years,Female,"A/PI, non-Hispanic",194.3
1773,Entire Network (RSV-NET),2018-2019,Overall,0-4 years,Female,"AI/AN, non-Hispanic",369
1774,Entire Network (RSV-NET),2018-2019,Overall,0-4 years,Female,"Black, non-Hispanic",223.9
1775,Entire Network (RSV-NET),2018-2019,Overall,0-4 years,Female,Hispanic,238.1
1776,Entire Network (RSV-NET),2018-2019,Overall,0-4 years,Female,"White, non-Hispanic",190.4
1777,Entire Network (RSV-NET),2018-2019,Overall,0-4 years,Male,"A/PI, non-Hispanic",217.4
1778,Entire Network (RSV-NET),2018-2019,Overall,0-4 years,Male,"AI/AN, non-Hispanic",417.9
1779,Entire Network (RSV-NET),2018-2019,Overall,0-4 years,Male,"Black, non-Hispanic",280.1
1780,Entire Network (RSV-NET),2018-2019,Overall,0-4 years,Male,Hispanic,271.2
1781,Entire Network (RSV-NET),2018-2019,Overall,0-4 years,Male,"White, non-Hispanic",221.4
1782,Entire Network (RSV-NET),2018-2019,Overall,18+ (Adults),Female,"A/PI, non-Hispanic",6.2
1783,Entire Network (RSV-NET),2018-2019,Overall,18+ (Adults),Female,"AI/AN, non-Hispanic",14.6
1784,Entire Network (RSV-NET),2018-2019,Overall,18+ (Adults),Female,"Black, non-Hispanic",13.4
1785,Entire Network (RSV-NET),2018-2019,Overall,18+ (Adults),Female,Hispanic,9.2
1786,Entire Network (RSV-NET),2018-2019,Overall,18+ (Adults),Female,"White, non-Hispanic",13.1
1787,Entire Network (RSV-NET),2018-2019,Overall,18+ (Adults),Male,"A/PI, non-Hispanic",5.4
1788,Entire Network (RSV-NET),2018-2019,Overall,18+ (Adults),Male,"AI/AN, non-Hispanic",7.3
